name,cuisine,overall_rating,latitude,longitude,feature,type,address,average_for_one
Tiamo,"Italian, Cafe Food",4.4,-37.79822082,144.9672205,Brunch,normal,"303-307 Lygon Street, Carlton, Melbourne",$45.00
Fandango,"Coffee and Tea, Cafe Food",4.6,-37.80263939,144.949531,Brunch,normal,"97 Errol Street, North Melbourne, Melbourne",$20.00
Twenty & Six,"Coffee and Tea, Cafe Food",4.5,-37.80272046,144.9475512,Brunch,normal,"594 Queensberry Street, North Melbourne, Melbourne",$22.50
Ten Square Cafe,"Cafe Food, Coffee and Tea, Australian",4.1,-37.8120275,144.9605294,Brunch,normal,"120 Hardware Street, CBD, Melbourne",$25.00
Area Four,"Coffee and Tea, Cafe Food",4.2,-37.81371315,144.961101,Brunch,normal,"390 Little Bourke Street, CBD, Melbourne",$20.00
Rustica,"Cafe Food, Desserts, Coffee and Tea",4.1,-37.81137669,144.963567,Brunch,normal,"Melbourne Central, Level 2, Corner of Swanston Street and La Trobe Street, CBD, Melbourne",$30.00
Brunetti,"Desserts, Coffee and Tea, Cafe Food",4.4,-37.79826109,144.96772,Brunch,normal,"380 Lygon Street, Carlton, Melbourne",$45.00
Cafe Blush,"Cafe Food, Coffee and Tea",3.7,-37.81269869,144.9639633,Brunch,normal,"Emporium Melbourne, Level 2, 287 Lonsdale Street, CBD, Melbourne",$37.50
Henry and the Fox,"Modern Australian, Coffee and Tea",4.1,-37.81713812,144.9572946,Brunch,normal,"525 Little Collins Street, CBD, Melbourne",$50.00
Two Birds One Stone,"Coffee and Tea, Modern Australian, Cafe Food",4.4,-37.83802271,144.9939158,Brunch,normal,"12 Claremont Street, South Yarra, Melbourne",$25.00
Mr Tulk,"Modern Australian, Coffee and Tea, Cafe Food",4.1,-37.80951509,144.9646871,Brunch,normal,"State Library Victoria, 328 Swanston Street, CBD, Melbourne",$17.50
Switchboard,"Sandwich, Coffee and Tea, Cafe Food",4.3,-37.81527826,144.9662361,Brunch,normal,"Manchester Unity Arcade, 220 Collins Street, CBD, Melbourne",$15.00
Sensory Lab - Little Collins,"Desserts, Coffee and Tea, Sandwich",3.7,-37.81472919,144.9651314,Brunch,normal,"297 Little Collins Street, CBD, Melbourne",$15.00
Naughty Boy,"Coffee and Tea, Cafe Food",4.1,-37.78444229,144.9695547,Brunch,normal,"499 Lygon Street, Princes Hill, Carlton North, Melbourne",$30.00
The Bond Store,"Coffee and Tea, Cafe Food",4.3,-37.82172904,144.9639824,Brunch,normal,"1 Riverside Quay, Southbank, Melbourne",$22.50
Le Miel Et La Lune,"Coffee and Tea, Cafe Food",4.3,-37.79693141,144.9663722,Brunch,normal,"330 Cardigan Street, Carlton, Melbourne",$30.00
Left Bank Melbourne,"Modern Australian, European, Pizza",3.8,-37.82094351,144.962769,Brunch,normal,"1 Southbank Boulevard, Southbank, Melbourne",$60.00
The Quarter,"Continental, Coffee and Tea, Cafe Food",4.2,-37.81705893,144.965646,Brunch,normal,"27 Degraves Street, CBD, Melbourne",$40.00
Entrecote,"French, Steak",4.2,-37.83401245,144.9805893,Brunch,normal,"131-133 Domain Road, South Yarra, Melbourne",$60.00
Corner & Bench,"Coffee and Tea, Cafe Food",4.2,-37.81461901,144.9616311,Brunch,normal,"408 Bourke Street, CBD, Melbourne",$25.00
DOC Espresso,"Coffee and Tea, Cafe Food, Italian",4.2,-37.7993033,144.9673465,Brunch,normal,"326 Lygon Street, Carlton, Melbourne",$40.00
Journal Canteen,"Italian, Coffee and Tea, Cafe Food",4.2,-37.8169853,144.9658515,Brunch,normal,"City Library, 253 Flinders Lane, CBD, Melbourne",$22.50
Hunters' Roots,"Vegetarian, Cafe Food",4.2,-37.81978004,144.9564192,Brunch,normal,"The Archway, 517 Flinders Lane, CBD",$22.50
Vincent the Dog,"Coffee and Tea, Cafe Food",4.3,-37.79775772,144.9691332,Brunch,normal,"348 Drummond Street, Carlton, Melbourne",$20.00
Abacus.,"Modern Australian, Cafe Food",4.1,-37.84575637,144.9942253,Brunch,normal,"383 Chapel Street, South Yarra, Melbourne",$27.50
Ima Project Cafe,"Japanese, Coffee and Tea",4.1,-37.79748591,144.9691657,Brunch,normal,"169 Elgin Street, Carlton, Melbourne",$25.00
Brother Baba Budan,Coffee and Tea,4.6,-37.81351662,144.9621062,Cafe,normal,"359 Little Bourke Street, CBD, Melbourne",$7.50
Le Petit Gateau,"French, Desserts, Coffee and Tea",4.9,-37.81634645,144.9596325,Cafe,normal,"458 Little Collins Street, CBD, Melbourne",$15.00
Little Rogue,Coffee and Tea,4.7,-37.81102546,144.9640518,Cafe,normal,"12 Drewery Lane, CBD, Melbourne",$10.00
Patricia Coffee Brewers,Coffee and Tea,4.9,-37.81471356,144.9582602,Cafe,normal,"493-495 Little Bourke Street, CBD, Melbourne",$7.50
Shortstop Coffee & Donuts,"Desserts, Coffee and Tea",4.6,-37.81131762,144.9609662,Cafe,normal,"12 Sutherland Street, CBD, Melbourne",$10.00
Matcha by Chokolait,"Coffee and Tea, Desserts",4.5,-37.81486401,144.9640608,Cafe,normal,"Shop 8, 318, Little Collins Street, CBD, Melbourne",$12.50
Dukes Coffee Roasters,"Coffee and Tea, Desserts",4.7,-37.81679062,144.9661526,Cafe,normal,"247 Flinders Lane, CBD, Melbourne",$10.00
Koko Black,"Coffee and Tea, Desserts, Sandwich",4.6,-37.81445505,144.964096,Cafe,normal,"Royal Arcade, Shop 4, 335 Bourke Street, CBD, Melbourne",$12.50
Mork Chocolate Brew House,Desserts,4.6,-37.80153656,144.9500627,Cafe,normal,"150 Errol Street, North Melbourne, Melbourne",$15.00
Tsujiri,"Japanese, Desserts, Coffee and Tea",3.6,-37.81427812,144.9660477,Cafe,normal,"146 Swanston Street, CBD, Melbourne",$7.50
Dari Korean Cafe and Bar,"Cafe Food, Korean",4.1,-37.81403126,144.96139,Cafe,normal,"27-29 Hardware Lane, CBD, Melbourne",$22.50
Brown Bagels,"Sandwich, Coffee and Tea, Cafe Food",4.3,-37.81585063,144.963178,Cafe,normal,"25 Equitable Place, CBD, Melbourne",$15.00
5 & Dime Bagels,"Bakery, Coffee and Tea",4.3,-37.81998026,144.9565158,Cafe,normal,"The Archway, 16 Katherine Place, CBD, Melbourne",$20.00
Spring Street Grocer,"Ice Cream, Cafe Food",4.6,-37.81104797,144.9726969,Cafe,normal,"157 Spring Street, CBD, Melbourne",$12.50
Mister Close,"Healthy Food, Coffee and Tea, Cafe Food",4.3,-37.8131646,144.9658857,Cafe,normal,"Target Centre, 186 Swanston Street, CBD, Melbourne",$20.00
EARL Canteen,"Sandwich, Coffee and Tea",4.4,-37.81494956,144.958735,Cafe,normal,"The Court, 500 Bourke Street, CBD, Melbourne",$20.00
LuxBite,"Desserts, Coffee and Tea, Cafe Food",4.5,-37.83860867,144.9877085,Cafe,normal,"38 Toorak Road, South Yarra, Melbourne",$25.00
Chokolait,"Desserts, Coffee and Tea, Cafe Food",4,-37.81270611,144.9639968,Cafe,normal,"Emporium Melbourne, Level 3, 287 Lonsdale Street, CBD, Melbourne",$20.00
Tropicana Juice Food Bar,"Juices, Cafe Food",4.4,-37.81356006,144.9626939,Cafe,normal,"213 Elizabeth Street, CBD, Melbourne",$20.00
Cupcake Central,"Desserts, Coffee and Tea",4.3,-37.81021465,144.9628381,Cafe,normal,"Melbourne Central, Level 2, 211 La Trobe Street, CBD, Melbourne",$7.50
Ganache Chocolate,"French, Desserts, Coffee and Tea",4.3,-37.81591208,144.9655679,Cafe,normal,"245, Collins Street, CBD, Melbourne",$15.00
A25 Pizzeria - CBD,"Italian, Pizza",4.1,-37.81286794,144.9608164,Cafe,normal,"399 Lonsdale Street, CBD, Melbourne",$40.00
Cup of Truth,Coffee and Tea,4.3,-37.81780582,144.9659548,Cafe,normal,"Underground, 12 Campbell Arcade, Degraves Street, CBD, Melbourne",$10.00
Club Colombia,"Colombian, Cafe Food",4,-37.81580852,144.9612341,Cafe,normal,"Shop 1, 118 Queen Street, CBD, Melbourne",$32.50
Max Brenner,"Desserts, Coffee and Tea",3.8,-37.81063476,144.9653754,Cafe,normal,"QV Centre, Level 2, 25-27 Red Cape Lane, Little Lonsdale Street, CBD, Melbourne",$25.00
Shanghai Street Dumpling & Mini Juicy Bun,"Chinese, Dumplings",4.5,-37.81330393,144.962422,Chinese,normal,"342 Little Bourke Street, CBD, Melbourne",$25.00
Wonderbao,"Chinese, Taiwanese",4.7,-37.80897737,144.9627717,Chinese,normal,"Shop 4, 19-37 A'Beckett Street, CBD, Melbourne",$10.00
HuTong Dumpling Bar,Chinese,4.3,-37.81194353,144.9693951,Chinese,normal,"14-16 Market Lane, CBD, Melbourne",$50.00
Shandong Mama,"Chinese, Dumplings",4.3,-37.81258215,144.9673267,Chinese,normal,"Midcity Arcade, Ground Level, Shop 7-8, 200 Bourke Street, CBD, Melbourne",$30.00
Flower Drum,Chinese,4.6,-37.81192737,144.9692998,Chinese,normal,"17 Market Lane, CBD, Melbourne",$100.00
Tim Ho Wan,"Chinese, Yum Cha",3.4,-37.81294449,144.9671165,Chinese,normal,"Village Centre Arcade, Ground Level, 206 Bourke Street, CBD, Melbourne",$25.00
New Shanghai - Emporium,Chinese,4.2,-37.8123035,144.9633805,Chinese,normal,"Emporium Melbourne, Level 3, 287 Lonsdale Street, CBD, Melbourne",$50.00
Secret Kitchen,"Chinese, Yum Cha",4.2,-37.81097805,144.9702772,Chinese,normal,"222 Exhibition Street, CBD, Melbourne",$35.00
Korchi City,"Korean, Chinese",4.2,-37.81420449,144.9596094,Chinese,normal,"441 Little Bourke Street, CBD, Melbourne",$35.00
Supper Inn,Chinese,4.2,-37.81190645,144.9662237,Chinese,normal,"15 Celestial Avenue, CBD, Melbourne",$30.00
Oriental Teahouse,"Chinese, Yum Cha",4.1,-37.8156398,144.9621045,Chinese,normal,"378 Little Collins Street, CBD, Melbourne",$25.00
Spice Temple,"Chinese, Fusion, Yum Cha",4.4,-37.822005,144.9600586,Chinese,normal,"Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne",$100.00
China Red,Chinese,4.2,-37.81259777,144.9668882,Chinese,normal,"Shop 6, 206 Bourke Street, CBD, Melbourne",$40.00
Crystal Jade,"Chinese, Seafood",4.3,-37.81169454,144.9680452,Chinese,normal,"154 Little Bourke Street, CBD, Melbourne",$65.00
Shanghai Village Dumpling,"Chinese, Dumplings",3.8,-37.81136689,144.9691574,Chinese,normal,"112-114 Little Bourke Street, CBD, Melbourne",$25.00
Sarawak Kitchen,"Chinese, Malaysian",4.2,-37.80797185,144.96013,Chinese,normal,"469 Elizabeth Street, CBD, Melbourne",$17.50
Lanzhou Beef Noodle Bar,"Chinese, Fast Food",4.4,-37.80981547,144.9610011,Chinese,normal,"379 Elizabeth Street, CBD, Melbourne",$20.00
Dumplings Plus,"Dumplings, Chinese",4.1,-37.81191995,144.9647951,Chinese,normal,"269 Swanston Street, CBD, Melbourne",$25.00
